"local_date","session","ID","exp_group","response","reaction_time","correct","word_pair","signal","type","word_A","word_B","sound_1","sound_2","speaker_signal","language","gloss_A","gloss_B","pitch_accent_A","pitch_accent_B","phoneme_quality","phoneme_identity_A","phoneme_identity_B","length_A","length_B","segment_type","word_position","task","F_response","J_response","days_between"
"2025-04-03","1","1","Low LD","same",741.4000000715023,1,"obasan-obaasan","same","BB","obasan","obaasan","M_obaasan.mp3","F_obaasan.mp3","different","Japanese","aunt, adult/middle-aged woman","grandma, elderly woman","LHHH","LHLLL","a","a","aa","short","long","vowel","medial","training","SAME","DIFFERENT",11
"2025-04-03","1","1","Low LD","different",577.2000000000116,1,"oto-otto","different","AB","oto","otto","F_oto.mp3","M_otto.mp3","different","Japanese","sound","husband","LH(L)","LHH","t","t","tt","short","long","consonant","medial","training","SAME","DIFFERENT",11
"2025-04-03","1","1","Low LD","different",658.8000000715256,1,"heta-hetta","different","AB","heta","hetta","M_heta.mp3","M_hetta.mp3","same","Japanese","unskillfull","decreased","LH(L)","LHH","t","t","tt","short","long","consonant","medial","training","SAME","DIFFERENT",11
"2025-04-03","1","1","Low LD","different",961.4999999761347,1,"shiru-shiiru","different","AB","shiru","shiiru","M_shiru.mp3","F_shiiru.mp3","different","Japanese","know, understand, be familiar with, sense","force, compel, coerce","LH","LHL","i","i","ii","short","long","vowel","medial","training","SAME","DIFFERENT",11
"2025-04-03","1","1","Low LD","different",611.4000000000233,1,"jutaku-juutaku","different","BA","jutaku","juutaku","M_juutaku.mp3","M_jutaku.mp3","same","Japanese","entrustment, commission, taking charge","residence, housing","LHH","LHHH","u","u","uu","short","long","vowel","medial","training","SAME","DIFFERENT",11
"2025-04-03","1","1","Low LD","same",408.9000000715023,1,"hasan-hassan","same","BB","hasan","hassan","F_hassan.mp3","F_hassan.mp3","same","Japanese","bankruptcy","emission, radiation","LHH","LHHH","s","s","ss","short","long","consonant","medial","training","SAME","DIFFERENT",11
"2025-04-03","1","1","Low LD","same",586.1000000715139,1,"yusoo-yuusoo","same","AA","yusoo","yuusoo","M_yusoo.mp3","M_yusoo.mp3","same","Japanese","transport, transportation","mailing, posting","LHH","LHHH","u","u","uu","short","long","vowel","medial","training","SAME","DIFFERENT",11
"2025-04-03","1","1","Low LD","same",603.4000000715023,1,"ite-itte","same","BB","ite","itte","F_itte.mp3","M_itte.mp3","different","Japanese","staying","going, saying","LH","LHH","t","t","tt","short","long","consonant","medial","training","SAME","DIFFERENT",11
"2025-04-03","1","1","Low LD","different",605.5000000715372,1,"ishoku-isshoku","different","AB","ishoku","isshoku","M_ishoku.mp3","M_isshoku.mp3","same","Japanese","transplanting, grafting","one color; one kind","LHH","LHHH","sh","sh","ssh","short","long","consonant","medial","training","SAME","DIFFERENT",11
"2025-04-03","1","1","Low LD","same",599.100000047707,1,"gaki-gakki","same","AA","gaki","gakki","F_gaki.mp3","M_gaki.mp3","different","Japanese","brat, kid","musical instrument","LH(L)/HL","LHH","k","k","kk","short","long","consonant","medial","training","SAME","DIFFERENT",11
"2025-04-03","1","1","Low LD","same",586.2999999999884,1,"haku-haaku","same","AA","haku","haaku","M_haku.mp3","M_haku.mp3","same","Japanese","put on/wear lower-body clothes/footwear","grasp, catch, understand","LH","LHH","a","a","aa","short","long","vowel","medial","training","SAME","DIFFERENT",11
"2025-04-03","1","1","Low LD","same",952.7000000476836,1,"iso-isso","same","BB","iso","isso","M_isso.mp3","F_isso.mp3","different","Japanese","seashore","rather, preferably; on the contrary","LH","LHH","s","s","ss","short","long","consonant","medial","training","SAME","DIFFERENT",11
"2025-04-03","1","1","Low LD","different",738.9999999761349,1,"jutaku-juutaku","different","AB","jutaku","juutaku","F_jutaku.mp3","M_juutaku.mp3","different","Japanese","entrustment, commission, taking charge","residence, housing","LHH","LHHH","u","u","uu","short","long","vowel","medial","training","SAME","DIFFERENT",11
"2025-04-03","1","1","Low LD","same",676.9000000238302,1,"heta-hetta","same","BB","heta","hetta","F_hetta.mp3","M_hetta.mp3","different","Japanese","unskillfull","decreased","LH(L)","LHH","t","t","tt","short","long","consonant","medial","training","SAME","DIFFERENT",11
"2025-04-03","1","1","Low LD","same",314.0000000715372,1,"ojisan-ojiisan","same","BB","ojisan","ojiisan","F_ojiisan.mp3","F_ojiisan.mp3","same","Japanese","uncle, adult/middle-aged man","grandpa, elderly man","LHHH","LHLLL","i","i","ii","short","long","vowel","medial","training","SAME","DIFFERENT",11
"2025-04-03","1","1","Low LD","same",639.5999999761698,1,"yusoo-yuusoo","same","BB","yusoo","yuusoo","F_yuusoo.mp3","M_yuusoo.mp3","different","Japanese","transport, transportation","mailing, posting","LHH","LHHH","u","u","uu","short","long","vowel","medial","training","SAME","DIFFERENT",11
"2025-04-03","1","1","Low LD","different",664.8999999761581,1,"ite-itte","different","BA","ite","itte","F_itte.mp3","M_ite.mp3","different","Japanese","staying","going, saying","LH","LHH","t","t","tt","short","long","consonant","medial","training","SAME","DIFFERENT",11
"2025-04-03","1","1","Low LD","different",699.2000000476837,1,"ishoku-isshoku","different","BA","ishoku","isshoku","M_isshoku.mp3","M_ishoku.mp3","same","Japanese","transplanting, grafting","one color; one kind","LHH","LHHH","sh","sh","ssh","short","long","consonant","medial","training","SAME","DIFFERENT",11
"2025-04-03","1","1","Low LD","different",604.1000000238419,1,"ite-itte","different","AB","ite","itte","F_ite.mp3","F_itte.mp3","same","Japanese","staying","going, saying","LH","LHH","t","t","tt","short","long","consonant","medial","training","SAME","DIFFERENT",11
"2025-04-03","1","1","Low LD","different",377.49999997613486,1,"yusoo-yuusoo","different","AB","yusoo","yuusoo","F_yusoo.mp3","F_yuusoo.mp3","same","Japanese","transport, transportation","mailing, posting","LHH","LHHH","u","u","uu","short","long","vowel","medial","training","SAME","DIFFERENT",11
"2025-04-03","1","1","Low LD","different",636.0000000715372,0,"hasan-hassan","same","AA","hasan","hassan","F_hasan.mp3","F_hasan.mp3","same","Japanese","bankruptcy","emission, radiation","LHH","LHHH","s","s","ss","short","long","consonant","medial","training","SAME","DIFFERENT",11
"2025-04-03","1","1","Low LD","different",833.7000000476837,1,"shiru-shiiru","different","AB","shiru","shiiru","F_shiru.mp3","M_shiiru.mp3","different","Japanese","know, understand, be familiar with, sense","force, compel, coerce","LH","LHL","i","i","ii","short","long","vowel","medial","training","SAME","DIFFERENT",11
"2025-04-03","1","1","Low LD","same",983.2999999761814,1,"iso-isso","same","BB","iso","isso","F_isso.mp3","M_isso.mp3","different","Japanese","seashore","rather, preferably; on the contrary","LH","LHH","s","s","ss","short","long","consonant","medial","training","SAME","DIFFERENT",11
"2025-04-03","1","1","Low LD","different",1010.600000071514,1,"iso-isso","different","BA","iso","isso","F_isso.mp3","F_iso.mp3","same","Japanese","seashore","rather, preferably; on the contrary","LH","LHH","s","s","ss","short","long","consonant","medial","training","SAME","DIFFERENT",11
"2025-04-03","1","1","Low LD","same",814.9000000715023,1,"toshin-tosshin","same","BB","toshin","tosshin","M_tosshin.mp3","F_tosshin.mp3","different","Japanese","city center, downtown","rush, dash, charge","LHH","LHHH","sh","sh","ssh","short","long","consonant","medial","training","SAME","DIFFERENT",11
"2025-04-03","1","1","Low LD","same",451.7000000000117,1,"obasan-obaasan","same","BB","obasan","obaasan","M_obaasan.mp3","F_obaasan.mp3","different","Japanese","aunt, adult/middle-aged woman","grandma, elderly woman","LHHH","LHLLL","a","a","aa","short","long","vowel","medial","training","SAME","DIFFERENT",11
"2025-04-03","1","1","Low LD","same",518.6000000715139,1,"ojisan-ojiisan","same","BB","ojisan","ojiisan","F_ojiisan.mp3","M_ojiisan.mp3","different","Japanese","uncle, adult/middle-aged man","grandpa, elderly man","LHHH","LHLLL","i","i","ii","short","long","vowel","medial","training","SAME","DIFFERENT",11
"2025-04-03","1","1","Low LD","same",630.5000000715372,1,"yusoo-yuusoo","same","AA","yusoo","yuusoo","M_yusoo.mp3","F_yusoo.mp3","different","Japanese","transport, transportation","mailing, posting","LHH","LHHH","u","u","uu","short","long","vowel","medial","training","SAME","DIFFERENT",11
"2025-04-03","1","1","Low LD","different",496.5000000476721,1,"ojisan-ojiisan","different","AB","ojisan","ojiisan","F_ojisan.mp3","F_ojiisan.mp3","same","Japanese","uncle, adult/middle-aged man","grandpa, elderly man","LHHH","LHLLL","i","i","ii","short","long","vowel","medial","training","SAME","DIFFERENT",11
"2025-04-03","1","1","Low LD","different",842.9999999761349,1,"shiru-shiiru","different","BA","shiru","shiiru","F_shiiru.mp3","M_shiru.mp3","different","Japanese","know, understand, be familiar with, sense","force, compel, coerce","LH","LHL","i","i","ii","short","long","vowel","medial","training","SAME","DIFFERENT",11
"2025-04-03","1","1","Low LD","same",590.4000000000233,1,"heta-hetta","same","BB","heta","hetta","M_hetta.mp3","M_hetta.mp3","same","Japanese","unskillfull","decreased","LH(L)","LHH","t","t","tt","short","long","consonant","medial","training","SAME","DIFFERENT",11
"2025-04-03","1","1","Low LD","same",444.7999999761814,1,"toshin-tosshin","same","BB","toshin","tosshin","F_tosshin.mp3","F_tosshin.mp3","same","Japanese","city center, downtown","rush, dash, charge","LHH","LHHH","sh","sh","ssh","short","long","consonant","medial","training","SAME","DIFFERENT",11
"2025-04-03","1","1","Low LD","different",442.100000047707,1,"kasee-kassee","different","AB","kasee","kassee","F_kasee.mp3","F_kassee.mp3","same","Japanese","Mars","chemical activity","LHH","LHHH","s","s","ss","short","long","consonant","medial","training","SAME","DIFFERENT",11
"2025-04-03","1","1","Low LD","different",626.7000000476837,1,"ojisan-ojiisan","different","BA","ojisan","ojiisan","M_ojiisan.mp3","F_ojisan.mp3","different","Japanese","uncle, adult/middle-aged man","grandpa, elderly man","LHHH","LHLLL","i","i","ii","short","long","vowel","medial","training","SAME","DIFFERENT",11
"2025-04-03","1","1","Low LD","same",469.3000000715256,1,"ojisan-ojiisan","same","AA","ojisan","ojiisan","M_ojisan.mp3","F_ojisan.mp3","different","Japanese","uncle, adult/middle-aged man","grandpa, elderly man","LHHH","LHLLL","i","i","ii","short","long","vowel","medial","training","SAME","DIFFERENT",11
"2025-04-03","1","1","Low LD","different",549.9000000715023,1,"haku-haaku","different","AB","haku","haaku","F_haku.mp3","F_haaku.mp3","same","Japanese","put on/wear lower-body clothes/footwear","grasp, catch, understand","LH","LHH","a","a","aa","short","long","vowel","medial","training","SAME","DIFFERENT",11
"2025-04-03","1","1","Low LD","same",934.8000000476604,1,"heta-hetta","same","AA","heta","hetta","F_heta.mp3","F_heta.mp3","same","Japanese","unskillfull","decreased","LH(L)","LHH","t","t","tt","short","long","consonant","medial","training","SAME","DIFFERENT",11
"2025-04-03","1","1","Low LD","different",728.5,1,"ite-itte","different","AB","ite","itte","M_ite.mp3","M_itte.mp3","same","Japanese","staying","going, saying","LH","LHH","t","t","tt","short","long","consonant","medial","training","SAME","DIFFERENT",11
"2025-04-03","1","1","Low LD","different",806.7000000715489,1,"haku-haaku","different","AB","haku","haaku","M_haku.mp3","M_haaku.mp3","same","Japanese","put on/wear lower-body clothes/footwear","grasp, catch, understand","LH","LHH","a","a","aa","short","long","vowel","medial","training","SAME","DIFFERENT",11
"2025-04-03","1","1","Low LD","different",813.8000000715256,1,"obasan-obaasan","different","BA","obasan","obaasan","F_obaasan.mp3","F_obasan.mp3","same","Japanese","aunt, adult/middle-aged woman","grandma, elderly woman","LHHH","LHLLL","a","a","aa","short","long","vowel","medial","training","SAME","DIFFERENT",11
"2025-04-03","1","1","Low LD","same",958.0000000477304,1,"iso-isso","same","BB","iso","isso","M_isso.mp3","F_isso.mp3","different","Japanese","seashore","rather, preferably; on the contrary","LH","LHH","s","s","ss","short","long","consonant","medial","training","SAME","DIFFERENT",11
"2025-04-03","1","1","Low LD","same",680.5999999999767,1,"ishoku-isshoku","same","AA","ishoku","isshoku","F_ishoku.mp3","M_ishoku.mp3","different","Japanese","transplanting, grafting","one color; one kind","LHH","LHHH","sh","sh","ssh","short","long","consonant","medial","training","SAME","DIFFERENT",11
"2025-04-03","1","1","Low LD","different",521.6000000238419,1,"yusoo-yuusoo","different","BA","yusoo","yuusoo","M_yuusoo.mp3","M_yusoo.mp3","same","Japanese","transport, transportation","mailing, posting","LHH","LHHH","u","u","uu","short","long","vowel","medial","training","SAME","DIFFERENT",11
"2025-04-03","1","1","Low LD","different",605.3999999761581,1,"oto-otto","different","AB","oto","otto","F_oto.mp3","M_otto.mp3","different","Japanese","sound","husband","LH(L)","LHH","t","t","tt","short","long","consonant","medial","training","SAME","DIFFERENT",11
"2025-04-03","1","1","Low LD","different",643.8000000476604,0,"kasee-kassee","same","AA","kasee","kassee","M_kasee.mp3","F_kasee.mp3","different","Japanese","Mars","chemical activity","LHH","LHHH","s","s","ss","short","long","consonant","medial","training","SAME","DIFFERENT",11
"2025-04-03","1","1","Low LD","different",724.5,1,"kasee-kassee","different","BA","kasee","kassee","F_kassee.mp3","M_kasee.mp3","different","Japanese","Mars","chemical activity","LHH","LHHH","s","s","ss","short","long","consonant","medial","training","SAME","DIFFERENT",11
"2025-04-03","1","1","Low LD","same",875.3999999761581,1,"shiru-shiiru","same","AA","shiru","shiiru","M_shiru.mp3","M_shiru.mp3","same","Japanese","know, understand, be familiar with, sense","force, compel, coerce","LH","LHL","i","i","ii","short","long","vowel","medial","training","SAME","DIFFERENT",11
"2025-04-03","1","1","Low LD","same",479.000000071479,1,"shiru-shiiru","same","BB","shiru","shiiru","F_shiiru.mp3","F_shiiru.mp3","same","Japanese","know, understand, be familiar with, sense","force, compel, coerce","LH","LHL","i","i","ii","short","long","vowel","medial","training","SAME","DIFFERENT",11
"2025-04-03","1","1","Low LD","different",560.6000000238419,1,"heta-hetta","different","AB","heta","hetta","M_heta.mp3","F_hetta.mp3","different","Japanese","unskillfull","decreased","LH(L)","LHH","t","t","tt","short","long","consonant","medial","training","SAME","DIFFERENT",11
"2025-04-03","1","1","Low LD","different",902.0999999999768,1,"ishoku-isshoku","different","AB","ishoku","isshoku","M_ishoku.mp3","M_isshoku.mp3","same","Japanese","transplanting, grafting","one color; one kind","LHH","LHHH","sh","sh","ssh","short","long","consonant","medial","training","SAME","DIFFERENT",11
"2025-04-03","1","1","Low LD","different",1003.2000000476836,1,"gaki-gakki","different","AB","gaki","gakki","F_gaki.mp3","M_gakki.mp3","different","Japanese","brat, kid","musical instrument","LH(L)/HL","LHH","k","k","kk","short","long","consonant","medial","training","SAME","DIFFERENT",11
"2025-04-03","1","1","Low LD","same",693.1000000715721,1,"haku-haaku","same","AA","haku","haaku","M_haku.mp3","M_haku.mp3","same","Japanese","put on/wear lower-body clothes/footwear","grasp, catch, understand","LH","LHH","a","a","aa","short","long","vowel","medial","training","SAME","DIFFERENT",11
"2025-04-03","1","1","Low LD","different",753.7000000476837,1,"iso-isso","different","AB","iso","isso","F_iso.mp3","M_isso.mp3","different","Japanese","seashore","rather, preferably; on the contrary","LH","LHH","s","s","ss","short","long","consonant","medial","training","SAME","DIFFERENT",11
"2025-04-03","1","1","Low LD","different",872.4000000476371,0,"haken-hakken","same","AA","haken","hakken","M_haken.mp3","F_haken.mp3","different","Japanese","dispatch","discovery","LHH","LHHH","k","k","kk","short","long","consonant","medial","training","SAME","DIFFERENT",11
"2025-04-03","1","1","Low LD","same",620.7999999761814,1,"toshin-tosshin","same","AA","toshin","tosshin","M_toshin.mp3","M_toshin.mp3","same","Japanese","city center, downtown","rush, dash, charge","LHH","LHHH","sh","sh","ssh","short","long","consonant","medial","training","SAME","DIFFERENT",11
"2025-04-03","1","1","Low LD","same",666.6999999999534,1,"oto-otto","same","BB","oto","otto","F_otto.mp3","M_otto.mp3","different","Japanese","sound","husband","LH(L)","LHH","t","t","tt","short","long","consonant","medial","training","SAME","DIFFERENT",11
"2025-04-03","1","1","Low LD","different",703.5999999761116,0,"kasee-kassee","same","AA","kasee","kassee","F_kasee.mp3","F_kasee.mp3","same","Japanese","Mars","chemical activity","LHH","LHHH","s","s","ss","short","long","consonant","medial","training","SAME","DIFFERENT",11
"2025-04-03","1","1","Low LD","same",666.3000000000466,1,"iso-isso","same","BB","iso","isso","F_isso.mp3","F_isso.mp3","same","Japanese","seashore","rather, preferably; on the contrary","LH","LHH","s","s","ss","short","long","consonant","medial","training","SAME","DIFFERENT",11
